keyword,headline,publication,date,url 
Ford,"Ford Sees Sharp Profit Drop as Trump Tariff, EV Threats Loom",Bloomberg,2025-02-06 08:00:00,https://news.google.com./read/CBMirwFBVV95cUxOa3g2QUFQR3BXTE5DZG9TaWFYYjFsOTk3c1psZUFaRUVtcU1EeFRNVEdCMDdZUnQtZ0ljeUE1UlRqRzVLQ3M0UXVqakRqckI0TTVieHlRTjA4UjhFOXZOQnR4Rk5BV2ZoZjBxSkNPeV85eUFDMU1Gd0F5ekl4WDU3SlBTWUhXRk5kQm5ubm9XaG9MaTJqbHk3clc3bmxOMjZpYkFQdmZwMno5eVkyU3dn?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford’s Stock Takes a Dive: What You Need to Know,apnakal.com,2025-04-09 06:40:46,https://news.google.com./read/CBMihAFBVV95cUxQcTJRTzJFSGQ5bXhZNU1EbWcwQ1BObGI2Wk54SXhMUkhJaWZDbThYNzI2WFRmNE1DZWltYjYweWpQaVJNOFlYT3NhdHNfMWpEZlZLVHgwcDVIbHZKNFE2TnpUT2lxemhNRkMyTFlZWk0wNGV4bmJjekJqWVZjZDVpOWQtRzM?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford Trims Profit Forecast Over Costs, Hurricane Disruption",Bloomberg,2024-10-29 07:00:00,https://news.google.com./read/CBMirwFBVV95cUxNQlFYRUtrMUhWamhtWUlBY0hOX1NleUh6b1NSdE9jdl9XMGhVX3Q4aF90eno3U3NxRVI5bnFFRzBUNi03d3o0NXE4WDdfd08zeG92VDBYZjNMNmVUelJIU1dIc0dSY1RBM1FlTmN6Vno1VURpUzhYNUg3QWI5UG1SZnVwbjk1U3pYWGxFOEZHci1TT1BIMDlYaGppRjF3ZGc3RDAtb21rWGlTVDNLZ1ZN?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Motor Co. Experiences Significant Stock Dip: Market Insights and Future Implications,apnakal.com,2025-04-08 16:30:15,https://news.google.com./read/CBMiuwFBVV95cUxNQ2NaSHBLVGw1MHhDckNsNFhJMkhLZ0s2T2VaVEt0SUtWNFR3amY1T1UyaWhJRWhfVmZWLVU4bUNFam5jd3VzQmxRYUw5N1Zfcm1qQ1RtZGw5T0s5WkdmaVNWNVVKREFwOHp6V3VteXlObElsUVRDSzVFMkJabTRJb2NOd0JIYkZJdkZSUU1iYmhLRG5HWnhfSzdIdzV0c2daeDVZV2VIY1UwQUNBQy14U182MGszUVlMcUpF?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford Shares Hit Rough Patch, Tumble Over 6% Closing Near Yearly Low",apnakal.com,2025-04-04 16:00:40,https://news.google.com./read/CBMingFBVV95cUxPaHZ3cVRaYzVaR0lpaHpFVFVxSmRqQ2dSSURtM1VoeEZYU0xtY3c2YU1LNkg3aGp4TnRyeUxLTlEtZEZhZXEyRVNOd29PTFZGdVFhX25VeGgzbHYxeXkycE50QWVmWGRTbFdCVzZxaFRpY0E3WUEtUFI1YzAxcWhGT2tQZFp6T1JlcXRKTkhxZllwYmd5ZWoxT2dHMC1LQQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Motor Co. Faces Market Challenges: A Dive into Recent Stock Performance,apnakal.com,2025-04-08 19:30:26,https://news.google.com./read/CBMiqgFBVV95cUxPamUwSTNWaXQ0aXJVUlZmN3Ruajdia3U4SkwxaG1Dc0oyYlNMWEQyVDQxaU5QUmVsZTFERnN2N1BORS0wYU9kai05cjZIaFp4ak5uVDJMQlg5SFhzVm9VeUdOY2FuZ3kzTjhRS0MxYTFfdXY5ZjJnTFNFTmpvcV96Um5BUmpXSW5sN1cxdkgzMXlndU45RlNSUUNPLUhjYU1HejVFQ2tTT0dKdw?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford Stock Suffers Steep Decline: F Shares Tumble 6%, Edge Closer to Yearly Low",apnakal.com,2025-04-04 15:00:16,https://news.google.com./read/CBMirAFBVV95cUxQY0FlTTBITWtMajdxb3pSNFdxS1BRZmpCRUtuNXRkVTJkZkY5N3JxSWxnSENVTGE5TDU1dHVoc0kyM1RDTTl3OW40MWJXa2g1cmNVMzlvN203OXpUZm1qYlE2NndmbktqMEVEUkxJcWFIS2twLS1rbF9MVTJFeDBTTlhSalUxOFF5b2tDZjNVZ0xELVJSR2xjaWtZbG1tLURtUU9hejY2dGIzRmRH?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Motor Co: A Market Update Amidst Volatility,apnakal.com,2025-04-08 20:40:30,https://news.google.com./read/CBMihgFBVV95cUxOOVc1aUJLT1Z4SmRSSXdZZWk3eGFLSS1WS3F4ZTg4NGJDbmtXLWpXQUxlYzkwVDVCaXNwWERTY0NNN3pTR2t2elpWWUlLYThQYkhvNEhxSGtoanZiMHVkcWxoQjZ3UUh0N3d4VjhoZDB1NGs1d212dHE1c2h0Tkd3cHpHSlpzUQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford Stock Hits Rough Patch: Shares Plunge Over 6 Percent, Edging Near Annual Low",apnakal.com,2025-04-04 17:00:03,https://news.google.com./read/CBMisAFBVV95cUxPaTRQUERILWdrOEJVbjhBTExhUWFBSHBSTkJuQ2dfNUx0NzIxSlhHend2NW9NNDNGM0h2cFIySFpYT2hUVW5lcEFORUtzTUtyZldweVhidDY2bjQ0ZVkxOEhLUEw1VHdBMWxnRGgtLWpkSEJNdklhNmYtSGFqNlY4VWdfSFlZMFc3NnZOdU94Nm5YOFhJU1RlZ3ZhY0Y4by1fV3pwa0NKRV9vNUJ6UXZ3LQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Motor Co: A Steady Ascent Amid Market Fluctuations,apnakal.com,2025-04-07 17:40:14,https://news.google.com./read/CBMijwFBVV95cUxQZHdrUUtfQkExcE9mQTgxZVZFaTRPOHJ1cnU5UXhlRmRWbGhXbHdQVGlXRmdJMVFRblRxMmFLWEJqbUw1Mjk3cjA4ZTF3elM4M0pHVmVwNm9jZ1hScEdpME1LN3V1RmhzUmdscThSR25GTm5hZzBjRktzdnpOTmlGR0N1LWhoZ05fQW55OXBFMA?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Stock Takes a Hit: Shares Plunge 6% Despite Attractive Dividend Yield,apnakal.com,2025-04-04 08:00:11,https://news.google.com./read/CBMipwFBVV95cUxQUDNuc1ZRVmNvN0ZKV3JDX3BQQWZIZ0hYZXJOeTAtSWZxS3lFZTBoXzc1S2Z3WUJGMF9KcjFkRUFtV3ZpYl95WkpvYlh1TTZNVUtYRld2OHNiTGEzLTBtLTQ3VG51NGc3NXo5SlhyRTlxcUtneWhndUdGQ1BxV0s3NHB0NW1YNWM4dEs4X3ZqR3E0LXFxNEdxMnRUZnRfaEN6cEgwTE9lZw?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Motor Faces Investor Shifts Amid Analyst Downgrades and Market Challenges,apnakal.com,2025-04-06 01:40:59,https://news.google.com./read/CBMirwFBVV95cUxPcVJiUWJuT0xxVXlnVHVuY1BVcmV3YnlFOVk2OHNCVUUtbFBDM3JUNm1oUWpldmtlRS1iS3M0RWVGUnNFb3M0Z3prZHpsV3ZUNHZUa0gwTV83Q2VjSnlTOHB2VUxSb3hYTUl2dy0yaEVONnBTaWluVVlQdXVsWnhYSklSX29wUWdIRlBzUDN3WTJaY08xWGxOdG4ta0pKNjlDMkUxQ05jZ0VlNEZGcnd3?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Rough Ride for Ford Stock: Shares Tumble Over 6%, Testing Yearly Lows",apnakal.com,2025-04-04 11:00:40,https://news.google.com./read/CBMinwFBVV95cUxNVVVtZWJ5TWtYMkJwQXYwNjcwS3ZkeDVFd1cxTE5FN25YMERVYzA0NGRSbWtlZVNfdXE4T3FRSkNUWWNuR00tM1d3Mk9GVC10Ri1qVDY0UU1VVWwtUGtkNld4MVM3M2RvSGNQa0NQZ1I0OG0tN3BPWHRHNUVSME1aZFBUYzg2TEh4ZTZxQ2RVcGtqQkxoeHZBSllKM3lTS2M?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"GM, Ford Report Q1 Sales as Auto Industry Braces for Tariffs",Investopedia,2025-04-01 19:06:27,https://news.google.com./read/CBMingFBVV95cUxObVk3Y05feWtRclRHQnh3bUFHUE5qTGNiam5ibENDWG85Tm5PVElPSE5URTNVWGRuZlZPOFk5U00zTTd3WW9YLTZrbmZaUEFOektvVW5jQ1gtUHQ2YWNaUVlDZlRRaDdNdGQ4RWVMZ3diTVdwRVlza0o1NEo4My16S29QblZvbC16RFY0Ml9mZmEyQ2VPbEtkaEdScmU1dw?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Auto stocks crash after top carmaker Stellantis NV slashes annual forecast; Ford down 3%, General Motors sink 4%",Mint,2024-09-30 07:00:00,https://news.google.com./read/CBMi9gFBVV95cUxQcmw1Skc0ZEpZSlNvZDJweUpoay1Uc2pEd3NGWjNYTS0tVVAtcXFsNTFEWE5wNGFmbV91RkozRTN4SjhzbmpiYWRvTTlzdzJ1UDh5QS1kZlJhOEJybEpETDl0VEhfakVndFVLcFp5d2xGaWtjZ0wzUUZqNEw1eGk5YV9fdlg0R1ROb0Vaelh1M3pNdTVIV3hobnRyXzM4WFFqLS1ZcHd3SXc0b1BFZF8xNXFXSlpuNDkxbUxMOG1OeUZqS2Z3S1ZXU1BKOC14cDVzQWZWUFRVd0U3dXZVUmVHaVYyTGM0em1TcFI3ZHpoNXdnS1ZXaXfSAfsBQVVfeXFMUFJONHpSTDFwc3VJR0xJSE9tN29GQWh4M3pjYUVaNWhvdE1uZ1ZFSzVfX1RGdzJic2xVaVR2SEkxQVhDVTB1ZUhFSGpNNjBObU1sQTBhTG9adUJoMjhTTkxoOEJCTmo2aVpPOWFNY0N2c0ZTYzA3dzliVEtZUFNNVjNGVjJhcDNra1RmeUhqdEhiTWlfQkwxY2x0R3lOZlVESW4zYjI3Z05jTFkzMWFtNi1NWjlPTWRWdUFQWnBYaUV0ajRWaVFnWDNEdWs1SmUzR05PNV8tclVab2E5TTBiUFRKeU9IeWdwT1BGd2xYS2JwSEpZcGpqRjhrMW8?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Stock Skids Over 6% Before Modest After-Hours Rebound,apnakal.com,2025-04-04 10:00:13,https://news.google.com./read/CBMikwFBVV95cUxOcVJuSktCN1J0bWNnSUlGRU5aa2E1eHZxX29wRkpNZHFBUWVLcjEzR2dra2dZOG9wbTVHQm0zV0F2TzQzRFlIdC00YS1DNkxUM3Q4clpwejE1Tk85MDI1a3d4bi1LTThoNko2U0lGcmllWEh0OWVLdUVxbVFfaXZZYXh2aE5wNVRSUktPdGVSaEI0Nmc?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford shares slide on weaker growth forecasts and losses for EV unit,Yahoo,2025-02-06 08:00:00,https://news.google.com./read/CBMihwFBVV95cUxQUV9zczd0X2lycmxTaDFkdlpzeExlZEVNVzcyV2xmcW53UTNacF9weWhZVGVob2pxSXFCc0xFcHVYZjJsMDV1NHEwakdBWmVEOWFYSFBIVlR6bFRBM3VaX09jNVVyU0FKcEV6cGRpNVY5M3BCYTVTSjNKU2J1bXJXMUozNHJZdWM?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Earnings Race Past Views But Weak Outlook Sinks Shares,Investor's Business Daily,2025-02-06 08:00:00,https://news.google.com./read/CBMihAFBVV95cUxQb290OUNZNy02d0pWN05JMldJX3lLOGhKMWhtUEl0NHdhX2hhekxMaHNydHRYa3BabHpfaTJ4R2JhVXdtOVVtaHlMRzdVMl9mbm1rSTgwRWlGMTJFUWRWbXRBM2hmUFVBTTZ1UmRwWm1Kbk1XTlZldU9YTXNrbkhFLWZFU00?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"As Trump’s ‘Liberation Day’ Tariffs Trigger Market Selloff, Ford Is Offering Employee Pricing on Its Cars to US Customers. How Should You Play F Stock Here?",TradingView,2025-04-03 20:56:45,https://news.google.com./read/CBMitAJBVV95cUxNUEJ4azNVb3FEeHRZTFhIRGRxUHNaQjNSWDFoT3lCTFV3SXVjM2F6cTJTUElwei1qam85eXItYVBuWDRWX05qMWJoWlo5eGszX2xUcUtZMTBwZDllcV9QWXJoUDB6blhsRHA2SzZqRlVXRHJhdUMzT1R5QUdqcGttdGw5VG1JME4tMXNFTTJzUWFMZGFiUVM5VXhnMjRDY3FIMjI4NVZlSlE5bEo3d01aRk1pM0pEcjVLSW9DWkRybzNtXy1ZWGx0blpoekdXSEh1S0Jma1Y3MGpmdzlrX2ZEdzVIeE9vbkFBUGhRS2xiV1ZFcjhQQ3Y5NmRMYzFabC1zbTJFRjJGUHpEZ3YyT0tWcFlpS0V3c0N4eUpuRGFSNVg0NHp2eGdEOERTQTVDdkVwRVJoQw?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford slips as higher costs, EV segment take a toll on profit growth",Business Standard,2024-07-25 07:00:00,https://news.google.com./read/CBMiywFBVV95cUxPbmI1ckJNYl9CNzY0QTVqalEtOWJObEk1ZHlTbzROR3ZaeG9Ra3Y3VXhISlpJZlZ5djYyd3pCN2N5MldMc205OHFuU203MVNOQTU0bU4wbDJEdlhhX1F0OHNCSUlLUzJuOW1aYlE0bXJzSEZfMEZCUWZFeldRX25PeDQzQ2lvQ1FKYW1iUUVFMmpNeHNyOEhYN0IzeGRHNVZ2b3BvdnV0ZFRoQW8wcGphUzNUczFNcVM0d0xZTkxTNVd2SVZfTWItVXZrY9IB0AFBVV95cUxNRWlsdGFLWUNpSFYzQlIzSk9WMWo5R09EX2M0LUlaMU1GWGhPc0FDMXR4R2tPRUo3al9sWnppdFJkTkkwNlFDYng2MDZtQ3MtZWFNMlVnWk0zU0pCVFlaMGwxSFEyd1JXazM4SHgzZkpCYWJ5WjdHYmtBdHhuQ0VxbWdSWURsRFlha3BFRUtPWW8taEJFTy1DODZhNDZPLUZOaVM0WndNcWthS1oyeTBsN042OENTaGhZT2xGWDdfTi1TNlVhelR6WVlzY1hoRFNJ?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Stock New: Why a Downgrade Is Pushing Shares Down Today,Barron's,2024-12-16 08:00:00,https://news.google.com./read/CBMifkFVX3lxTFBtSU9UNFF1YjR4R3dnWmpEcjJ3Z2IwQUxhWkZDQm41czJvOWpGaHVMYmRabmNlbTBkaDM4bDI5cVl4SERUcEd1Rk9DYWlnNnp4MDZFWjBfaGpkNUhpM1FTMTFkZWg5dlJoNUFyS3ZsR3J6TTZid3hhWlBDU2htUQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"GM, Ford Shares’ Great Revival Stalls as China Threat Brews",Bloomberg,2024-09-27 07:00:00,https://news.google.com./read/CBMirAFBVV95cUxNWUh4blhvUjVGTUliZnZya1c3MEVXTmVvX1NVaXg5SzVLeTY5UXR1SDRFdzJtX1R3UjlFZEVTWDFsdzF1V3VVTDVBSGRqcTVTWjBfZjZ2eEFZUkt1ZF9MRmZhSlhYZWxudEhLNTBpZ0k0WlBGYTRqRHgzUmRCZ0lXZXZzQmZUa2dxYkozdW9fUFhmUTZrWUxMYUdIVGg4TU1UbUpOZDNBVVJFUGxt?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford Stock Tumbles Over 6%, Flirts with Yearly Lows Despite Attractive Dividend",apnakal.com,2025-04-04 13:00:25,https://news.google.com./read/CBMirgFBVV95cUxOVThFWUtPb2Z3TTV0NVV5SWNkN2hKSFJ0VVBQV0hvWlF5cDJiM2hRRDlBZzRHSmVYeGRPTXc5OWxOTWdrUm9NRVpXbVE1TFFBTy1xLWRYZDJ0MURoTUt1MlN4RlVYaFlOTGJQRndxR2d4bWx5eWFOZldibUFwcnNsdExGdmF0ZzBPY3hYMzdtWjkxaTVXSjRKME85cW5HQ2VwNTNNUTlmMU5fbG1WTEE?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Shares Winter Advice to Optimize EV Performance,EV Mechanica,2024-12-13 08:00:00,https://news.google.com./read/CBMiiAFBVV95cUxNRTZjZ2l6eUJsNl9TblQwblo3cmI4ZTJIdHFJSEQ5QmZRQW95bU1haTBaWXI0alZmTmRKZkNRcUljZ09mSHcwQVViMG1rZV84ZkNGMUFxRHRCZFl0X0daeGw3X0VZcWwtekVma2s3RFNXMWIzYWsybkFZMWhFRFdCcnhaNWVKX21y?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Watch These Ford Price Levels as Stock Drops After Automaker Issues Soft Outlook,Investopedia,2024-10-28 07:00:00,https://news.google.com./read/CBMiuAFBVV95cUxQZEh0SHRySW9ub0tOdlI0OGZCSnlRQ2xoaE5udE5aYUdXN1dwdWlZMHFXN1YzOFBMVXI0TGthMjE2S3NGSVNSN2JfdzlaNnhCTTFuVmZCMXcwZzRzbXdVaUo5SlRMZ1VFaWI2U0pVTGh0cnljdDNCMUl2cFFsS2llcVdvdTE4QjgySjF0aUh6YjRfZ0JBM2Q0Y3JnRmpEbmc5N2hIR2NxTEJxc1RYMG4yQk1KeFhkQ1BI?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford Shares Fall 14% After Earnings Miss Projections,Forbes,2024-07-25 07:00:00,https://news.google.com./read/CBMipgFBVV95cUxNQkNNVkdXYlZLYlhjaXNYdGFFVW54ZDIydHBMVk0wbENPRlA5TDJWS25vc3ZPUkxKTFEzWW1IREhkaFFEeVJieGpEcklBZzVpWjBqaFRhcmhVSDU4cGVsdC12MnJxeDJHYmIzdkt6UFZ3YmJDMWc5TXlWZUYtRzJkc053eVFCNlZuXzc1WmRUS3pxQzhweDFJLUJzaXRYaE00cmZDaVF3?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,(VIDEO) Country rap musician Colt Ford shares his personal story of surviving a near-fatal heart attack,Mayo Clinic News Network,2025-03-11 07:00:00,https://news.google.com./read/CBMi4gFBVV95cUxNbDB5cHozdTNHdjhESGR3LS1Gc3dyUUdXMjlqRWJ5OHF4VUpFZHlhcFh6cGc2RTd0U0xJNXozVm9jYUdoNTZpYVVVbDBJVk1tQTN2WDVWUHd3d1hCWEVsQjV2b19oeE44QWR4UVh1U3F2MXV4aEFMZzVScUh6Yi1VejNUOGQtZ3laZTZsWUZJN19mUDBWSkEySEhqaUFHS1l4b0xQb1hfX0FrZkthS2tCU1l6Nk90eS0yWS1yV0QxYm5sV0d1UG5Rdkk5YXg0ZXo5WHZVVTZzbnlCeDE1elEzU1VR?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,Ford’s Employee Pricing Initiative: A Strategic Move Amidst Tariff Challenges,apnakal.com,2025-04-04 23:40:09,https://news.google.com./read/CBMiqwFBVV95cUxQQXZoLVJRcDh1TFJ2MWdSUEtDN2tiT2NNS1JaZ21uLTBkZ2luV2w1QWFidUdhdFl0TGcyYzRsSVB1SnBOZjM1TktwaEhQc0tkQkhqcG1PMWFRLThYQS1TRlpKNWlHalBvRVJoNlV4clNMZWhKOUpKVnU2cVBEMXFEODdIa1d5dkQ2SlRFNHI4TUV1UlkwMlNEZmEzX2pDUTI0QVdKSnRpTFZZSms?hl=en-IN&gl=IN&ceid=IN%3Aen
Ford,"Ford Stock Skids Over 6%, Testing Yearly Lows Despite Strong Dividend",apnakal.com,2025-04-04 07:00:41,https://news.google.com./read/CBMioAFBVV95cUxQOW5lUGx0NFQxdkx6dml4eVJhRlhBTEpvOFdJb3hLc2p3cjZJY2hVM2FJTmUtTkk2N3NXLXZaS3d4Skx0WkwzYXRFWmlvSDExTzZSaFhuQ2laMG9NdlJ1ZDZHc1JGOG52RXlkbjRQTmw1dUZqUU5FdlhkOFF5enZ1alFxeTJaUm91YWtxMHgzTGpTY1pvazNMS19TZmg5Y3N5?hl=en-IN&gl=IN&ceid=IN%3Aen
